Date,Time,O,H,L,C,Turn,Vol
10/28,09:15,25600.0,25600.0,25600.0,25600.0,0.0,41.0
10/28,09:16,25625.0,25673.0,25620.0,25662.0,0.0,236.0
10/28,09:17,25663.0,25679.0,25663.0,25672.0,0.0,84.0
10/28,09:18,25672.0,25692.0,25672.0,25680.0,0.0,108.0
10/28,09:19,25681.0,25681.0,25667.0,25671.0,0.0,47.0
10/28,09:20,25671.0,25671.0,25655.0,25660.0,0.0,90.0
10/28,09:21,25658.0,25666.0,25654.0,25664.0,0.0,54.0
10/28,09:22,25657.0,25658.0,25632.0,25633.0,0.0,81.0
10/28,09:23,25635.0,25635.0,25617.0,25627.0,0.0,64.0
10/28,09:24,25630.0,25640.0,25622.0,25633.0,0.0,35.0
10/28,09:25,25633.0,25647.0,25630.0,25644.0,0.0,32.0
10/28,09:26,25645.0,25663.0,25645.0,25651.0,0.0,45.0
10/28,09:27,25653.0,25660.0,25653.0,25657.0,0.0,19.0
10/28,09:28,25659.0,25659.0,25654.0,25656.0,0.0,74.0
10/28,09:29,25658.0,25665.0,25651.0,25651.0,0.0,31.0
10/28,09:30,25655.0,25664.0,25651.0,25657.0,0.0,36.0
10/28,09:31,25657.0,25680.0,25629.0,25648.0,0.0,85.0
10/28,09:32,25654.0,25656.0,25611.0,25641.0,0.0,91.0
10/28,09:33,25641.0,25641.0,25607.0,25607.0,0.0,123.0
10/28,09:34,25606.0,25609.0,25585.0,25602.0,0.0,229.0
10/28,09:35,25597.0,25617.0,25583.0,25610.0,0.0,264.0
10/28,09:36,25610.0,25630.0,25583.0,25626.0,0.0,242.0
10/28,09:37,25613.0,25621.0,25595.0,25621.0,0.0,493.0
10/28,09:38,25626.0,25651.0,25623.0,25644.0,0.0,117.0
10/28,09:39,25655.0,25700.0,25646.0,25684.0,0.0,117.0
10/28,09:40,25691.0,25699.0,25671.0,25677.0,0.0,49.0
10/28,09:41,25678.0,25714.0,25671.0,25713.0,0.0,94.0
10/28,09:42,25714.0,25745.0,25711.0,25733.0,0.0,116.0
10/28,09:43,25748.0,25752.0,25735.0,25750.0,0.0,81.0
10/28,09:44,25751.0,25757.0,25728.0,25728.0,0.0,43.0
10/28,09:45,25732.0,25736.0,25715.0,25721.0,0.0,100.0
10/28,09:46,25722.0,25739.0,25706.0,25709.0,0.0,43.0
10/28,09:47,25713.0,25713.0,25675.0,25675.0,0.0,67.0
10/28,09:48,25675.0,25675.0,25659.0,25663.0,0.0,36.0
10/28,09:49,25663.0,25670.0,25655.0,25662.0,0.0,35.0
10/28,09:50,25665.0,25683.0,25657.0,25683.0,0.0,52.0
10/28,09:51,25689.0,25701.0,25681.0,25696.0,0.0,104.0
10/28,09:52,25696.0,25712.0,25696.0,25702.0,0.0,28.0
10/28,09:53,25698.0,25735.0,25698.0,25730.0,0.0,205.0
10/28,09:54,25735.0,25735.0,25701.0,25701.0,0.0,75.0
10/28,09:55,25698.0,25698.0,25679.0,25690.0,0.0,37.0
10/28,09:56,25691.0,25696.0,25665.0,25668.0,0.0,41.0
10/28,09:57,25668.0,25681.0,25668.0,25681.0,0.0,44.0
10/28,09:58,25681.0,25681.0,25670.0,25679.0,0.0,12.0
10/28,09:59,25669.0,25673.0,25665.0,25668.0,0.0,33.0
10/28,10:00,25671.0,25671.0,25648.0,25658.0,0.0,154.0
10/28,10:01,25653.0,25659.0,25643.0,25659.0,0.0,20.0
10/28,10:02,25659.0,25675.0,25651.0,25668.0,0.0,26.0
10/28,10:03,25667.0,25669.0,25661.0,25666.0,0.0,22.0
10/28,10:04,25663.0,25689.0,25663.0,25677.0,0.0,46.0
10/28,10:05,25683.0,25695.0,25683.0,25687.0,0.0,58.0
10/28,10:06,25691.0,25700.0,25669.0,25699.0,0.0,26.0
10/28,10:07,25700.0,25702.0,25681.0,25681.0,0.0,32.0
10/28,10:08,25679.0,25689.0,25671.0,25671.0,0.0,23.0
10/28,10:09,25678.0,25681.0,25669.0,25669.0,0.0,35.0
10/28,10:10,25667.0,25667.0,25651.0,25659.0,0.0,41.0
10/28,10:11,25653.0,25664.0,25653.0,25656.0,0.0,20.0
10/28,10:12,25663.0,25675.0,25662.0,25675.0,0.0,42.0
