Date,Time,O,H,L,C,Turn,Vol
10/19,11:27,25741.0,25744.0,25735.0,25742.0,0.0,82.0
10/19,11:28,25743.0,25750.0,25742.0,25742.0,0.0,68.0
10/19,11:29,25744.0,25746.0,25735.0,25735.0,0.0,59.0
10/19,11:30,25736.0,25743.0,25731.0,25735.0,0.0,174.0
10/19,11:31,25734.0,25737.0,25720.0,25732.0,0.0,236.0
10/19,11:32,25732.0,25737.0,25730.0,25731.0,0.0,122.0
10/19,11:33,25731.0,25737.0,25724.0,25736.0,0.0,109.0
10/19,11:34,25736.0,25743.0,25734.0,25741.0,0.0,98.0
10/19,11:35,25742.0,25742.0,25735.0,25735.0,0.0,40.0
10/19,11:36,25736.0,25737.0,25728.0,25731.0,0.0,73.0
10/19,11:37,25730.0,25734.0,25729.0,25730.0,0.0,71.0
10/19,11:38,25732.0,25735.0,25726.0,25731.0,0.0,135.0
10/19,11:39,25732.0,25737.0,25728.0,25737.0,0.0,99.0
10/19,11:40,25735.0,25738.0,25732.0,25736.0,0.0,49.0
10/19,11:41,25735.0,25736.0,25730.0,25733.0,0.0,75.0
10/19,11:42,25732.0,25735.0,25730.0,25732.0,0.0,45.0
10/19,11:43,25732.0,25732.0,25708.0,25709.0,0.0,255.0
10/19,11:44,25709.0,25718.0,25705.0,25713.0,0.0,197.0
10/19,11:45,25714.0,25716.0,25710.0,25713.0,0.0,63.0
10/19,11:46,25712.0,25712.0,25695.0,25699.0,0.0,305.0
10/19,11:47,25698.0,25703.0,25693.0,25699.0,0.0,164.0
10/19,11:48,25698.0,25703.0,25693.0,25700.0,0.0,137.0
10/19,11:49,25700.0,25703.0,25699.0,25699.0,0.0,39.0
10/19,11:50,25700.0,25705.0,25693.0,25696.0,0.0,96.0
10/19,11:51,25695.0,25698.0,25693.0,25695.0,0.0,73.0
10/19,11:52,25694.0,25694.0,25650.0,25659.0,0.0,903.0
10/19,11:53,25658.0,25670.0,25652.0,25669.0,0.0,251.0
10/19,11:54,25671.0,25678.0,25668.0,25678.0,0.0,96.0
10/19,11:55,25679.0,25682.0,25672.0,25675.0,0.0,117.0
10/19,11:56,25675.0,25687.0,25672.0,25683.0,0.0,143.0
10/19,11:57,25682.0,25690.0,25680.0,25681.0,0.0,92.0
10/19,11:58,25681.0,25691.0,25681.0,25691.0,0.0,54.0
10/19,11:59,25692.0,25694.0,25689.0,25690.0,0.0,77.0
10/19,12:00,25692.0,25695.0,25683.0,25695.0,0.0,90.0
10/19,13:00,25688.0,25688.0,25688.0,25688.0,0.0,14.0
10/19,13:01,25688.0,25698.0,25671.0,25689.0,0.0,332.0
10/19,13:02,25691.0,25707.0,25691.0,25700.0,0.0,296.0
10/19,13:03,25699.0,25703.0,25694.0,25695.0,0.0,173.0
10/19,13:04,25695.0,25700.0,25694.0,25698.0,0.0,90.0
10/19,13:05,25700.0,25701.0,25694.0,25696.0,0.0,139.0
10/19,13:06,25696.0,25696.0,25679.0,25685.0,0.0,207.0
10/19,13:07,25684.0,25699.0,25683.0,25699.0,0.0,189.0
10/19,13:08,25697.0,25705.0,25690.0,25692.0,0.0,224.0
10/19,13:09,25691.0,25697.0,25689.0,25690.0,0.0,84.0
10/19,13:10,25694.0,25712.0,25692.0,25707.0,0.0,166.0
10/19,13:11,25708.0,25715.0,25705.0,25711.0,0.0,95.0
10/19,13:12,25709.0,25709.0,25693.0,25695.0,0.0,145.0
10/19,13:13,25694.0,25702.0,25694.0,25695.0,0.0,58.0
10/19,13:14,25694.0,25703.0,25694.0,25702.0,0.0,91.0
10/19,13:15,25702.0,25710.0,25701.0,25705.0,0.0,95.0
10/19,13:16,25706.0,25724.0,25705.0,25714.0,0.0,189.0
10/19,13:17,25714.0,25720.0,25708.0,25714.0,0.0,137.0
10/19,13:18,25716.0,25722.0,25715.0,25717.0,0.0,74.0
10/19,13:19,25716.0,25717.0,25711.0,25715.0,0.0,67.0
10/19,13:20,25713.0,25718.0,25705.0,25707.0,0.0,65.0
10/19,13:21,25709.0,25709.0,25699.0,25701.0,0.0,87.0
10/19,13:22,25700.0,25701.0,25692.0,25693.0,0.0,107.0
10/19,13:23,25693.0,25697.0,25690.0,25693.0,0.0,55.0
10/19,13:24,25694.0,25695.0,25688.0,25688.0,0.0,34.0
10/19,13:25,25690.0,25693.0,25685.0,25691.0,0.0,79.0
10/19,13:26,25691.0,25692.0,25683.0,25684.0,0.0,68.0
10/19,13:27,25685.0,25690.0,25679.0,25679.0,0.0,100.0
10/19,13:28,25679.0,25692.0,25679.0,25692.0,0.0,86.0
10/19,13:29,25692.0,25706.0,25689.0,25702.0,0.0,188.0
10/19,13:30,25701.0,25713.0,25700.0,25708.0,0.0,144.0
10/19,13:31,25706.0,25719.0,25705.0,25717.0,0.0,135.0
10/19,13:32,25718.0,25718.0,25708.0,25718.0,0.0,98.0
10/19,13:33,25718.0,25721.0,25711.0,25712.0,0.0,101.0
10/19,13:34,25712.0,25717.0,25705.0,25710.0,0.0,108.0
10/19,13:35,25711.0,25712.0,25705.0,25707.0,0.0,103.0
10/19,13:36,25707.0,25708.0,25700.0,25707.0,0.0,109.0
10/19,13:37,25708.0,25709.0,25702.0,25705.0,0.0,123.0
10/19,13:38,25700.0,25700.0,25683.0,25688.0,0.0,195.0
10/19,13:39,25688.0,25693.0,25683.0,25691.0,0.0,124.0
10/19,13:40,25692.0,25694.0,25687.0,25691.0,0.0,76.0
10/19,13:41,25691.0,25701.0,25687.0,25701.0,0.0,66.0
10/19,13:42,25702.0,25703.0,25696.0,25702.0,0.0,53.0
10/19,13:43,25702.0,25702.0,25690.0,25693.0,0.0,61.0
10/19,13:44,25695.0,25700.0,25691.0,25700.0,0.0,36.0
10/19,13:45,25701.0,25703.0,25692.0,25695.0,0.0,83.0
10/19,13:46,25696.0,25696.0,25690.0,25691.0,0.0,53.0
10/19,13:47,25691.0,25695.0,25686.0,25688.0,0.0,46.0
10/19,13:48,25686.0,25687.0,25678.0,25681.0,0.0,86.0
10/19,13:49,25681.0,25684.0,25678.0,25678.0,0.0,64.0
10/19,13:50,25679.0,25688.0,25678.0,25687.0,0.0,79.0
10/19,13:51,25687.0,25694.0,25687.0,25688.0,0.0,80.0
10/19,13:52,25689.0,25691.0,25687.0,25690.0,0.0,40.0
10/19,13:53,25692.0,25698.0,25689.0,25689.0,0.0,103.0
10/19,13:54,25690.0,25691.0,25680.0,25683.0,0.0,79.0
10/19,13:55,25684.0,25690.0,25670.0,25676.0,0.0,119.0
10/19,13:56,25676.0,25677.0,25670.0,25672.0,0.0,85.0
10/19,13:57,25672.0,25676.0,25669.0,25670.0,0.0,79.0
10/19,13:58,25669.0,25680.0,25667.0,25674.0,0.0,131.0
10/19,13:59,25676.0,25686.0,25675.0,25686.0,0.0,98.0
10/19,14:00,25686.0,25698.0,25686.0,25695.0,0.0,209.0
10/19,14:01,25694.0,25696.0,25685.0,25692.0,0.0,108.0
10/19,14:02,25691.0,25695.0,25685.0,25695.0,0.0,71.0
10/19,14:03,25694.0,25706.0,25693.0,25702.0,0.0,170.0
10/19,14:04,25702.0,25708.0,25697.0,25708.0,0.0,122.0
10/19,14:05,25708.0,25721.0,25707.0,25718.0,0.0,204.0
10/19,14:06,25720.0,25723.0,25713.0,25721.0,0.0,110.0
10/19,14:07,25721.0,25728.0,25718.0,25721.0,0.0,155.0
10/19,14:08,25723.0,25725.0,25718.0,25723.0,0.0,68.0
10/19,14:09,25724.0,25724.0,25719.0,25720.0,0.0,48.0
10/19,14:10,25720.0,25723.0,25715.0,25718.0,0.0,85.0
10/19,14:11,25720.0,25724.0,25718.0,25720.0,0.0,78.0
10/19,14:12,25720.0,25726.0,25718.0,25723.0,0.0,87.0
10/19,14:13,25725.0,25731.0,25722.0,25730.0,0.0,182.0
10/19,14:14,25729.0,25737.0,25725.0,25737.0,0.0,178.0
10/19,14:15,25737.0,25737.0,25730.0,25735.0,0.0,147.0
10/19,14:16,25735.0,25748.0,25732.0,25747.0,0.0,238.0
10/19,14:17,25747.0,25753.0,25746.0,25750.0,0.0,180.0
10/19,14:18,25750.0,25758.0,25747.0,25757.0,0.0,179.0
10/19,14:19,25755.0,25770.0,25754.0,25769.0,0.0,258.0
10/19,14:20,25769.0,25777.0,25769.0,25774.0,0.0,242.0
10/19,14:21,25775.0,25778.0,25764.0,25765.0,0.0,233.0
10/19,14:22,25766.0,25769.0,25761.0,25765.0,0.0,108.0
10/19,14:23,25764.0,25765.0,25759.0,25762.0,0.0,102.0
10/19,14:24,25760.0,25760.0,25754.0,25755.0,0.0,139.0
10/19,14:25,25756.0,25756.0,25749.0,25753.0,0.0,125.0
10/19,14:26,25754.0,25764.0,25753.0,25762.0,0.0,163.0
10/19,14:27,25764.0,25767.0,25762.0,25766.0,0.0,83.0
10/19,14:28,25766.0,25768.0,25746.0,25749.0,0.0,164.0
10/19,14:29,25751.0,25759.0,25750.0,25759.0,0.0,108.0
10/19,14:30,25759.0,25765.0,25754.0,25760.0,0.0,138.0
10/19,14:31,25760.0,25771.0,25759.0,25764.0,0.0,208.0
10/19,14:32,25764.0,25771.0,25763.0,25766.0,0.0,127.0
10/19,14:33,25767.0,25774.0,25767.0,25772.0,0.0,97.0
10/19,14:34,25770.0,25776.0,25769.0,25773.0,0.0,73.0
10/19,14:35,25774.0,25775.0,25767.0,25768.0,0.0,77.0
10/19,14:36,25768.0,25775.0,25766.0,25769.0,0.0,75.0
10/19,14:37,25769.0,25769.0,25756.0,25762.0,0.0,95.0
10/19,14:38,25762.0,25763.0,25758.0,25758.0,0.0,48.0
10/19,14:39,25759.0,25759.0,25754.0,25758.0,0.0,93.0
10/19,14:40,25759.0,25763.0,25754.0,25760.0,0.0,129.0
10/19,14:41,25758.0,25759.0,25751.0,25754.0,0.0,134.0
10/19,14:42,25753.0,25757.0,25749.0,25757.0,0.0,66.0
10/19,14:43,25758.0,25760.0,25750.0,25753.0,0.0,53.0
10/19,14:44,25753.0,25755.0,25746.0,25753.0,0.0,49.0
10/19,14:45,25751.0,25756.0,25749.0,25753.0,0.0,81.0
10/19,14:46,25754.0,25764.0,25754.0,25760.0,0.0,124.0
10/19,14:47,25761.0,25763.0,25756.0,25763.0,0.0,53.0
10/19,14:48,25764.0,25774.0,25763.0,25769.0,0.0,171.0
10/19,14:49,25770.0,25771.0,25759.0,25761.0,0.0,66.0
10/19,14:50,25761.0,25763.0,25758.0,25762.0,0.0,45.0
10/19,14:51,25761.0,25762.0,25754.0,25760.0,0.0,79.0
10/19,14:52,25759.0,25760.0,25754.0,25755.0,0.0,92.0
10/19,14:53,25753.0,25756.0,25750.0,25752.0,0.0,68.0
10/19,14:54,25752.0,25757.0,25751.0,25755.0,0.0,63.0
10/19,14:55,25756.0,25759.0,25755.0,25757.0,0.0,67.0
10/19,14:56,25758.0,25761.0,25743.0,25745.0,0.0,135.0
10/19,14:57,25745.0,25751.0,25743.0,25747.0,0.0,144.0
10/19,14:58,25747.0,25749.0,25745.0,25747.0,0.0,54.0
10/19,14:59,25749.0,25750.0,25747.0,25748.0,0.0,37.0
10/19,15:00,25749.0,25756.0,25748.0,25756.0,0.0,69.0
10/19,15:01,25755.0,25765.0,25751.0,25765.0,0.0,201.0
10/19,15:02,25764.0,25769.0,25760.0,25766.0,0.0,181.0
10/19,15:03,25766.0,25779.0,25761.0,25776.0,0.0,218.0
10/19,15:04,25776.0,25779.0,25774.0,25779.0,0.0,81.0
10/19,15:05,25778.0,25794.0,25776.0,25793.0,0.0,288.0
10/19,15:06,25791.0,25793.0,25768.0,25770.0,0.0,256.0
10/19,15:07,25770.0,25777.0,25770.0,25770.0,0.0,85.0
10/19,15:08,25770.0,25770.0,25757.0,25761.0,0.0,163.0
10/19,15:09,25761.0,25764.0,25757.0,25760.0,0.0,72.0
10/19,15:10,25763.0,25763.0,25749.0,25750.0,0.0,222.0
10/19,15:11,25750.0,25752.0,25736.0,25741.0,0.0,202.0
10/19,15:12,25742.0,25746.0,25738.0,25739.0,0.0,75.0
10/19,15:13,25741.0,25743.0,25735.0,25739.0,0.0,125.0
10/19,15:14,25738.0,25750.0,25728.0,25748.0,0.0,229.0
10/19,15:15,25747.0,25750.0,25740.0,25741.0,0.0,84.0
10/19,15:16,25742.0,25745.0,25734.0,25744.0,0.0,74.0
10/19,15:17,25744.0,25751.0,25744.0,25750.0,0.0,66.0
10/19,15:18,25747.0,25750.0,25741.0,25743.0,0.0,71.0
10/19,15:19,25743.0,25748.0,25736.0,25737.0,0.0,71.0
10/19,15:20,25737.0,25738.0,25728.0,25733.0,0.0,102.0
10/19,15:21,25732.0,25739.0,25731.0,25731.0,0.0,67.0
10/19,15:22,25731.0,25743.0,25731.0,25739.0,0.0,94.0
10/19,15:23,25740.0,25741.0,25733.0,25735.0,0.0,60.0
10/19,15:24,25734.0,25734.0,25725.0,25729.0,0.0,145.0
10/19,15:25,25728.0,25731.0,25718.0,25725.0,0.0,208.0
10/19,15:26,25726.0,25738.0,25726.0,25731.0,0.0,165.0
10/19,15:27,25730.0,25734.0,25725.0,25725.0,0.0,69.0
10/19,15:28,25725.0,25736.0,25724.0,25734.0,0.0,168.0
10/19,15:29,25733.0,25735.0,25732.0,25732.0,0.0,40.0
10/19,15:30,25732.0,25743.0,25732.0,25740.0,0.0,70.0
10/19,15:31,25739.0,25745.0,25737.0,25740.0,0.0,97.0
10/19,15:32,25740.0,25744.0,25739.0,25741.0,0.0,53.0
10/19,15:33,25743.0,25748.0,25742.0,25744.0,0.0,57.0
10/19,15:34,25742.0,25744.0,25735.0,25738.0,0.0,95.0
10/19,15:35,25740.0,25748.0,25740.0,25742.0,0.0,76.0
10/19,15:36,25741.0,25745.0,25734.0,25737.0,0.0,109.0
10/19,15:37,25738.0,25738.0,25731.0,25737.0,0.0,155.0
10/19,15:38,25736.0,25737.0,25730.0,25736.0,0.0,102.0
10/19,15:39,25735.0,25741.0,25735.0,25740.0,0.0,65.0
10/19,15:40,25740.0,25744.0,25737.0,25743.0,0.0,72.0
10/19,15:41,25742.0,25744.0,25738.0,25742.0,0.0,71.0
10/19,15:42,25742.0,25744.0,25734.0,25735.0,0.0,81.0
10/19,15:43,25734.0,25744.0,25734.0,25744.0,0.0,69.0
10/19,15:44,25744.0,25746.0,25737.0,25737.0,0.0,76.0
10/19,15:45,25738.0,25746.0,25738.0,25745.0,0.0,72.0
10/19,15:46,25744.0,25750.0,25742.0,25749.0,0.0,316.0
10/19,15:47,25749.0,25754.0,25744.0,25749.0,0.0,380.0
10/19,15:48,25749.0,25750.0,25745.0,25746.0,0.0,290.0
10/19,15:49,25748.0,25750.0,25739.0,25741.0,0.0,169.0
10/19,15:50,25740.0,25742.0,25738.0,25740.0,0.0,68.0
10/19,15:51,25742.0,25745.0,25737.0,25741.0,0.0,147.0
10/19,15:52,25742.0,25747.0,25739.0,25744.0,0.0,130.0
10/19,15:53,25746.0,25749.0,25743.0,25748.0,0.0,148.0
10/19,15:54,25748.0,25750.0,25747.0,25748.0,0.0,108.0
10/19,15:55,25748.0,25750.0,25744.0,25748.0,0.0,116.0
10/19,15:56,25749.0,25749.0,25739.0,25745.0,0.0,354.0
10/19,15:57,25745.0,25748.0,25742.0,25745.0,0.0,169.0
10/19,15:58,25745.0,25747.0,25740.0,25742.0,0.0,203.0
10/19,15:59,25742.0,25748.0,25741.0,25746.0,0.0,146.0
10/19,16:00,25747.0,25749.0,25744.0,25747.0,0.0,198.0
10/19,16:01,25746.0,25760.0,25741.0,25759.0,0.0,548.0
10/19,16:02,25758.0,25763.0,25755.0,25762.0,0.0,241.0
10/19,16:03,25761.0,25766.0,25760.0,25761.0,0.0,174.0
10/19,16:04,25761.0,25764.0,25757.0,25758.0,0.0,140.0
10/19,16:05,25757.0,25757.0,25735.0,25737.0,0.0,223.0
10/19,16:06,25739.0,25745.0,25736.0,25740.0,0.0,189.0
10/19,16:07,25740.0,25746.0,25738.0,25739.0,0.0,205.0
10/19,16:08,25739.0,25747.0,25738.0,25742.0,0.0,270.0
10/19,16:09,25741.0,25788.0,25741.0,25786.0,0.0,488.0
10/19,16:10,25785.0,25808.0,25775.0,25797.0,0.0,748.0
10/19,16:11,25800.0,25800.0,25780.0,25785.0,0.0,293.0
10/19,16:12,25784.0,25792.0,25782.0,25788.0,0.0,218.0
10/19,16:13,25786.0,25786.0,25777.0,25781.0,0.0,116.0
10/19,16:14,25783.0,25784.0,25774.0,25777.0,0.0,80.0
10/19,16:15,25777.0,25782.0,25773.0,25774.0,0.0,204.0
10/19,16:16,25774.0,25786.0,25774.0,25785.0,0.0,139.0
10/19,16:17,25785.0,25789.0,25780.0,25783.0,0.0,113.0
10/19,16:18,25783.0,25786.0,25781.0,25785.0,0.0,250.0
10/19,16:19,25786.0,25790.0,25784.0,25788.0,0.0,58.0
10/19,16:20,25789.0,25794.0,25788.0,25790.0,0.0,110.0
10/19,16:21,25790.0,25797.0,25789.0,25793.0,0.0,127.0
10/19,16:22,25792.0,25792.0,25784.0,25785.0,0.0,46.0
10/19,16:23,25784.0,25789.0,25783.0,25787.0,0.0,49.0
10/19,16:24,25785.0,25786.0,25783.0,25783.0,0.0,36.0
10/19,16:25,25784.0,25788.0,25783.0,25787.0,0.0,48.0
10/19,16:26,25788.0,25794.0,25783.0,25784.0,0.0,101.0
10/19,16:27,25785.0,25787.0,25778.0,25787.0,0.0,100.0
10/19,16:28,25787.0,25787.0,25780.0,25780.0,0.0,149.0
10/19,16:29,25783.0,25783.0,25770.0,25774.0,0.0,209.0
10/19,16:30,25774.0,25775.0,25765.0,25775.0,0.0,251.0
