Date,Time,O,H,L,C,Turn,Vol
10/29,09:15,25487.0,25487.0,25487.0,25487.0,0.0,229.0
10/29,09:16,25482.0,25482.0,25361.0,25375.0,0.0,1094.0
10/29,09:17,25377.0,25405.0,25355.0,25395.0,0.0,590.0
10/29,09:18,25394.0,25401.0,25381.0,25385.0,0.0,229.0
10/29,09:19,25381.0,25387.0,25367.0,25386.0,0.0,271.0
10/29,09:20,25388.0,25413.0,25386.0,25389.0,0.0,451.0
10/29,09:21,25389.0,25394.0,25355.0,25368.0,0.0,520.0
10/29,09:22,25367.0,25370.0,25350.0,25363.0,0.0,394.0
10/29,09:23,25363.0,25373.0,25350.0,25358.0,0.0,211.0
10/29,09:24,25358.0,25365.0,25351.0,25357.0,0.0,151.0
10/29,09:25,25357.0,25376.0,25357.0,25369.0,0.0,301.0
10/29,09:26,25370.0,25375.0,25357.0,25370.0,0.0,206.0
10/29,09:27,25370.0,25385.0,25367.0,25373.0,0.0,202.0
10/29,09:28,25375.0,25395.0,25371.0,25392.0,0.0,160.0
10/29,09:29,25393.0,25402.0,25387.0,25394.0,0.0,217.0
10/29,09:30,25393.0,25407.0,25388.0,25396.0,0.0,251.0
10/29,09:31,25395.0,25428.0,25377.0,25388.0,0.0,1308.0
10/29,09:32,25389.0,25423.0,25365.0,25384.0,0.0,918.0
10/29,09:33,25383.0,25415.0,25377.0,25399.0,0.0,645.0
10/29,09:34,25400.0,25424.0,25378.0,25417.0,0.0,694.0
10/29,09:35,25420.0,25439.0,25404.0,25417.0,0.0,725.0
10/29,09:36,25414.0,25429.0,25374.0,25385.0,0.0,795.0
10/29,09:37,25384.0,25387.0,25337.0,25344.0,0.0,1168.0
10/29,09:38,25343.0,25346.0,25313.0,25318.0,0.0,1008.0
10/29,09:39,25319.0,25339.0,25311.0,25320.0,0.0,689.0
10/29,09:40,25319.0,25319.0,25277.0,25293.0,0.0,1303.0
10/29,09:41,25294.0,25298.0,25262.0,25272.0,0.0,778.0
10/29,09:42,25271.0,25294.0,25260.0,25282.0,0.0,671.0
10/29,09:43,25282.0,25302.0,25269.0,25302.0,0.0,635.0
10/29,09:44,25303.0,25315.0,25294.0,25304.0,0.0,896.0
10/29,09:45,25304.0,25320.0,25304.0,25314.0,0.0,474.0
10/29,09:46,25312.0,25315.0,25283.0,25300.0,0.0,664.0
10/29,09:47,25299.0,25305.0,25283.0,25283.0,0.0,487.0
10/29,09:48,25283.0,25287.0,25249.0,25264.0,0.0,962.0
10/29,09:49,25265.0,25291.0,25261.0,25285.0,0.0,458.0
10/29,09:50,25283.0,25310.0,25282.0,25302.0,0.0,431.0
10/29,09:51,25304.0,25345.0,25303.0,25334.0,0.0,1613.0
10/29,09:52,25333.0,25351.0,25329.0,25351.0,0.0,352.0
10/29,09:53,25351.0,25369.0,25329.0,25335.0,0.0,776.0
10/29,09:54,25337.0,25345.0,25317.0,25345.0,0.0,437.0
10/29,09:55,25344.0,25365.0,25344.0,25357.0,0.0,527.0
10/29,09:56,25359.0,25361.0,25331.0,25332.0,0.0,342.0
10/29,09:57,25331.0,25353.0,25327.0,25347.0,0.0,288.0
10/29,09:58,25349.0,25354.0,25324.0,25327.0,0.0,251.0
10/29,09:59,25324.0,25328.0,25305.0,25313.0,0.0,476.0
10/29,10:00,25312.0,25321.0,25299.0,25304.0,0.0,315.0
10/29,10:01,25303.0,25304.0,25277.0,25283.0,0.0,671.0
10/29,10:02,25288.0,25324.0,25287.0,25312.0,0.0,409.0
10/29,10:03,25313.0,25327.0,25292.0,25302.0,0.0,298.0
10/29,10:04,25306.0,25334.0,25301.0,25331.0,0.0,259.0
10/29,10:05,25334.0,25350.0,25326.0,25337.0,0.0,443.0
10/29,10:06,25333.0,25336.0,25314.0,25316.0,0.0,275.0
10/29,10:07,25315.0,25326.0,25310.0,25324.0,0.0,260.0
10/29,10:08,25324.0,25341.0,25321.0,25332.0,0.0,289.0
10/29,10:09,25331.0,25355.0,25326.0,25327.0,0.0,320.0
10/29,10:10,25328.0,25340.0,25318.0,25332.0,0.0,177.0
10/29,10:11,25333.0,25359.0,25315.0,25353.0,0.0,311.0
10/29,10:12,25353.0,25358.0,25332.0,25342.0,0.0,289.0
10/29,10:13,25343.0,25355.0,25330.0,25333.0,0.0,228.0
10/29,10:14,25331.0,25361.0,25328.0,25358.0,0.0,212.0
10/29,10:15,25360.0,25391.0,25358.0,25384.0,0.0,653.0
10/29,10:16,25386.0,25391.0,25378.0,25385.0,0.0,459.0
10/29,10:17,25385.0,25405.0,25377.0,25399.0,0.0,478.0
10/29,10:18,25400.0,25417.0,25392.0,25402.0,0.0,638.0
10/29,10:19,25400.0,25415.0,25399.0,25411.0,0.0,270.0
10/29,10:20,25415.0,25422.0,25409.0,25418.0,0.0,333.0
10/29,10:21,25420.0,25432.0,25415.0,25422.0,0.0,574.0
10/29,10:22,25421.0,25426.0,25397.0,25399.0,0.0,444.0
10/29,10:23,25398.0,25404.0,25385.0,25403.0,0.0,414.0
10/29,10:24,25403.0,25407.0,25385.0,25392.0,0.0,206.0
10/29,10:25,25392.0,25397.0,25380.0,25388.0,0.0,219.0
10/29,10:26,25386.0,25400.0,25383.0,25391.0,0.0,177.0
10/29,10:27,25392.0,25404.0,25389.0,25399.0,0.0,94.0
10/29,10:28,25400.0,25411.0,25399.0,25411.0,0.0,115.0
10/29,10:29,25412.0,25437.0,25412.0,25426.0,0.0,488.0
