Date,Time,O,H,L,C,Turn,Vol
10/27,09:15,25791.0,25791.0,25791.0,25791.0,0.0,145.0
10/27,09:16,25800.0,25823.0,25733.0,25739.0,0.0,1317.0
10/27,09:17,25740.0,25747.0,25712.0,25729.0,0.0,770.0
10/27,09:18,25726.0,25735.0,25711.0,25726.0,0.0,499.0
10/27,09:19,25726.0,25742.0,25724.0,25732.0,0.0,383.0
10/27,09:20,25734.0,25744.0,25728.0,25730.0,0.0,267.0
10/27,09:21,25730.0,25737.0,25700.0,25702.0,0.0,705.0
10/27,09:22,25704.0,25726.0,25702.0,25725.0,0.0,167.0
10/27,09:23,25723.0,25743.0,25721.0,25726.0,0.0,205.0
10/27,09:24,25727.0,25738.0,25724.0,25728.0,0.0,172.0
10/27,09:25,25729.0,25735.0,25719.0,25725.0,0.0,203.0
10/27,09:26,25728.0,25735.0,25723.0,25728.0,0.0,118.0
10/27,09:27,25729.0,25741.0,25729.0,25734.0,0.0,123.0
10/27,09:28,25733.0,25734.0,25725.0,25728.0,0.0,145.0
10/27,09:29,25729.0,25731.0,25711.0,25718.0,0.0,188.0
10/27,09:30,25719.0,25741.0,25713.0,25720.0,0.0,994.0
10/27,09:31,25721.0,25737.0,25683.0,25686.0,0.0,2063.0
10/27,09:32,25688.0,25721.0,25688.0,25709.0,0.0,1030.0
10/27,09:33,25707.0,25711.0,25691.0,25697.0,0.0,967.0
10/27,09:34,25694.0,25705.0,25674.0,25703.0,0.0,973.0
10/27,09:35,25704.0,25713.0,25670.0,25710.0,0.0,1136.0
10/27,09:36,25710.0,25728.0,25695.0,25702.0,0.0,1092.0
10/27,09:37,25702.0,25718.0,25681.0,25699.0,0.0,1047.0
10/27,09:38,25699.0,25714.0,25688.0,25698.0,0.0,885.0
10/27,09:39,25698.0,25708.0,25677.0,25702.0,0.0,616.0
10/27,09:40,25702.0,25730.0,25679.0,25729.0,0.0,1058.0
10/27,09:41,25726.0,25771.0,25726.0,25760.0,0.0,1191.0
10/27,09:42,25760.0,25783.0,25752.0,25770.0,0.0,780.0
10/27,09:43,25773.0,25784.0,25744.0,25745.0,0.0,614.0
10/27,09:44,25746.0,25747.0,25712.0,25723.0,0.0,600.0
10/27,09:45,25724.0,25725.0,25697.0,25698.0,0.0,648.0
10/27,09:46,25699.0,25700.0,25640.0,25650.0,0.0,1490.0
10/27,09:47,25652.0,25670.0,25612.0,25620.0,0.0,1277.0
10/27,09:48,25622.0,25644.0,25619.0,25639.0,0.0,459.0
10/27,09:49,25643.0,25654.0,25619.0,25626.0,0.0,436.0
10/27,09:50,25627.0,25639.0,25618.0,25624.0,0.0,372.0
10/27,09:51,25623.0,25624.0,25598.0,25599.0,0.0,664.0
10/27,09:52,25600.0,25613.0,25585.0,25592.0,0.0,662.0
10/27,09:53,25589.0,25604.0,25585.0,25604.0,0.0,509.0
10/27,09:54,25603.0,25610.0,25585.0,25592.0,0.0,522.0
10/27,09:55,25591.0,25598.0,25576.0,25591.0,0.0,531.0
10/27,09:56,25591.0,25595.0,25556.0,25569.0,0.0,721.0
10/27,09:57,25569.0,25592.0,25563.0,25587.0,0.0,622.0
10/27,09:58,25587.0,25611.0,25579.0,25610.0,0.0,781.0
10/27,09:59,25609.0,25616.0,25596.0,25615.0,0.0,427.0
10/27,10:00,25615.0,25622.0,25608.0,25610.0,0.0,2341.0
10/27,10:01,25610.0,25644.0,25600.0,25637.0,0.0,664.0
10/27,10:02,25636.0,25652.0,25631.0,25650.0,0.0,522.0
10/27,10:03,25651.0,25652.0,25635.0,25651.0,0.0,759.0
